st_id,cty_id,state_name,state_abv,county_name,poverty_percent,median_income,white_only_percent,black_only_percent,asian_only_percent,hispanic_percent
13,207,Georgia,GA,Monroe County,13,"59,362",0.745920661,0.227137573,0.010189281,0.023569512
13,209,Georgia,GA,Montgomery County,22.1,"41,834",0.719036197,0.259158308,0.006105539,0.070104666
13,211,Georgia,GA,Morgan County,12.7,"57,978",0.752075119,0.218250674,0.006796016,0.032216227
13,213,Georgia,GA,Murray County,15.2,"46,810",0.956504389,0.012395251,0.005312251,0.156823623
13,215,Georgia,GA,Muscogee County,20.1,"46,628",0.452042969,0.479672471,0.028492764,0.077065317
13,217,Georgia,GA,Newton County,14.8,"56,598",0.48280892,0.477179983,0.012116982,0.060871277
13,219,Georgia,GA,Oconee County,5.7,"99,497",0.882199603,0.051861966,0.041807349,0.057373386
13,221,Georgia,GA,Oglethorpe County,13.8,"51,105",0.79441641,0.172619438,0.01042008,0.050003277
13,223,Georgia,GA,Paulding County,7.8,"73,309",0.740281146,0.218691267,0.012278632,0.070588793
13,225,Georgia,GA,Peach County,24,"46,525",0.518514485,0.444311334,0.011036085,0.083569302
13,227,Georgia,GA,Pickens County,11,"65,062",0.959590071,0.013009727,0.007732196,0.03154245
13,229,Georgia,GA,Pierce County,18.1,"44,389",0.879835602,0.088312356,0.006421783,0.051322887
13,231,Georgia,GA,Pike County,10.6,"66,901",0.885244173,0.091709735,0.004746335,0.017508702
13,233,Georgia,GA,Polk County,21.8,"43,679",0.834182057,0.127848309,0.007626781,0.13570976
13,235,Georgia,GA,Pulaski County,23.9,"40,582",0.646134507,0.319834785,0.011583012,0.035646943
13,237,Georgia,GA,Putnam County,16.1,"51,205",0.711198517,0.263212623,0.00601293,0.061892491
13,239,Georgia,GA,Quitman County,25.5,"33,908",0.491518051,0.485428447,0.00260983,0.020443671
13,241,Georgia,GA,Rabun County,14.2,"44,213",0.949991247,0.01587209,0.010445235,0.078543502
13,243,Georgia,GA,Randolph County,30.8,"28,298",0.36869283,0.614930658,0.00575391,0.026704042
13,245,Georgia,GA,Richmond County,21.9,"40,168",0.37145834,0.577464719,0.017504617,0.050662163
13,247,Georgia,GA,Rockdale County,13.2,"59,673",0.36986226,0.581147685,0.018878719,0.10472408
13,249,Georgia,GA,Schley County,18.1,"45,378",0.758417348,0.202587027,0.008560015,0.057256991
13,251,Georgia,GA,Screven County,25.9,"39,048",0.565158241,0.409566089,0.006515824,0.025204067
13,253,Georgia,GA,Seminole County,25.4,"36,869",0.641285538,0.331396786,0.008034611,0.035970334
13,255,Georgia,GA,Spalding County,17.3,"43,510",0.615279673,0.349219675,0.010374346,0.049757882
13,257,Georgia,GA,Stephens County,16.3,"45,850",0.850183221,0.109816779,0.008486017,0.03876567
13,259,Georgia,GA,Stewart County,37.9,"33,053",0.456879625,0.484669989,0.032321402,0.333635403
13,261,Georgia,GA,Sumter County,25.7,"37,562",0.437779434,0.529061103,0.013785395,0.061847988
13,263,Georgia,GA,Talbot County,24.8,"37,265",0.425504439,0.551251009,0.002744149,0.029217111
13,265,Georgia,GA,Taliaferro County,24.6,"34,090",0.411190631,0.55107352,0.013012362,0.040338321
13,267,Georgia,GA,Tattnall County,25.6,"41,440",0.672229692,0.294985367,0.006643993,0.122162461
13,269,Georgia,GA,Taylor County,22.9,"36,310",0.597880299,0.376433915,0.00872818,0.026309227
13,271,Georgia,GA,Telfair County,31.9,"34,297",0.605863808,0.369041614,0.006998739,0.152017654
13,273,Georgia,GA,Terrell County,27.8,"35,290",0.373578713,0.600515766,0.003985465,0.02871879
13,275,Georgia,GA,Thomas County,20.2,"41,642",0.605543182,0.362264066,0.010460957,0.0393242
13,277,Georgia,GA,Tift County,19.6,"45,680",0.657440213,0.307351639,0.015451235,0.121887609
13,279,Georgia,GA,Toombs County,24.9,"37,148",0.703838986,0.262989191,0.00827432,0.118263138
13,281,Georgia,GA,Towns County,16,"45,853",0.962532192,0.011630805,0.009221567,0.032317023
13,283,Georgia,GA,Treutlen County,26.3,"35,069",0.663382119,0.318649471,0.003477757,0.030140559
13,285,Georgia,GA,Troup County,20.2,"45,234",0.587826435,0.365349961,0.023440405,0.037313006
13,287,Georgia,GA,Turner County,27.9,"33,261",0.569192235,0.4,0.009768316,0.048340639
13,289,Georgia,GA,Twiggs County,21.3,"42,054",0.567487685,0.406773399,0.003325123,0.026970443
13,291,Georgia,GA,Union County,13.8,"45,943",0.968381543,0.008689976,0.004854963,0.03565746
13,293,Georgia,GA,Upson County,21.6,"40,965",0.687424012,0.28449848,0.00649696,0.023860182
13,295,Georgia,GA,Walker County,15.5,"43,767",0.927036596,0.04386405,0.007597368,0.024942303
13,297,Georgia,GA,Walton County,11.9,"65,416",0.77175901,0.188618608,0.017009715,0.049200258
13,299,Georgia,GA,Ware County,23.6,"38,357",0.663345833,0.301897353,0.009794593,0.044047686
13,301,Georgia,GA,Warren County,25.7,"38,352",0.394937191,0.583365055,0.007042254,0.016749144
13,303,Georgia,GA,Washington County,25.9,"39,444",0.441052322,0.538235005,0.00613527,0.026209875
13,305,Georgia,GA,Wayne County,18.6,"44,607",0.762655796,0.201557122,0.007718782,0.065091723
13,307,Georgia,GA,Webster County,22.7,"38,187",0.550057537,0.421557346,0.00575374,0.049865746
13,309,Georgia,GA,Wheeler County,39.6,"32,691",0.604455761,0.377721197,0.003819223,0.05385105
13,311,Georgia,GA,White County,14.1,"51,579",0.950808494,0.020293526,0.005519839,0.033573609
13,313,Georgia,GA,Whitfield County,14.2,"47,074",0.905885614,0.04403219,0.016391406,0.363325305
13,315,Georgia,GA,Wilcox County,30.8,"35,961",0.627793862,0.344991314,0.008222351,0.049681529
13,317,Georgia,GA,Wilkes County,20.3,"39,361",0.557635266,0.410964509,0.008898435,0.053697453
13,319,Georgia,GA,Wilkinson County,23.3,"41,036",0.592696002,0.380276971,0.004020549,0.030935895
13,321,Georgia,GA,Worth County,20.5,"48,708",0.695806786,0.280041488,0.007210945,0.024052946
15,001,Hawaii,HI,Hawaii County,15.6,"56,383",0.340444537,0.00845603,0.212323771,0.129018971
15,003,Hawaii,HI,Honolulu County,7.7,"83,695",0.215856748,0.028182888,0.429356542,0.099820125
15,005,Hawaii,HI,Kalawao County,.,.,0.279069767,0,0.081395349,0.011627907
15,007,Hawaii,HI,Kauai County,8.5,"73,981",0.330377768,0.006736475,0.309877858,0.113607127
15,009,Hawaii,HI,Maui County,8.6,"78,503",0.349062521,0.007771015,0.290054176,0.115699123
16,001,Idaho,ID,Ada County,9.7,"66,827",0.918940918,0.013777365,0.027266101,0.08522863
16,003,Idaho,ID,Adams County,13.2,"45,311",0.943176525,0.003726129,0.008616674,0.036096879
16,005,Idaho,ID,Bannock County,13.8,"51,300",0.906010842,0.010921556,0.016239978,0.089262937
16,007,Idaho,ID,Bear Lake County,10.7,"53,780",0.965387755,0.003755102,0.00522449,0.042938776
16,009,Idaho,ID,Benewah County,14.7,"48,451",0.867068187,0.00462465,0.00354915,0.038287804
16,011,Idaho,ID,Bingham County,12,"50,941",0.889748136,0.006002863,0.010467625,0.17874004
16,013,Idaho,ID,Blaine County,7,"76,113",0.946266452,0.006646106,0.012293124,0.234872508
16,015,Idaho,ID,Boise County,12.8,"56,837",0.944834632,0.004597114,0.010088111,0.051589835
16,017,Idaho,ID,Bonner County,14.1,"51,373",0.954655764,0.003213887,0.007805155,0.033953519
16,019,Idaho,ID,Bonneville County,10.6,"60,444",0.943676404,0.007382708,0.011405822,0.133879827
16,021,Idaho,ID,Boundary County,13.5,"47,118",0.942507146,0.006941609,0.009636586,0.050796243
16,023,Idaho,ID,Butte County,15.1,"50,050",0.956873315,0.004235657,0.003080477,0.053523296
16,025,Idaho,ID,Camas County,9.7,"53,866",0.943942134,0.005424955,0.003616637,0.063291139
16,027,Idaho,ID,Canyon County,11.5,"53,381",0.931903119,0.008314154,0.010680925,0.256459676
16,029,Idaho,ID,Caribou County,8.9,"61,219",0.971628232,0.001257862,0.004192872,0.063731656
16,031,Idaho,ID,Cassia County,13,"51,804",0.946858094,0.008739076,0.007990012,0.271785268
16,033,Idaho,ID,Clark County,15.5,"48,471",0.923076923,0.01183432,0.010650888,0.444970414
16,035,Idaho,ID,Clearwater County,15.5,"46,417",0.93410233,0.006281407,0.007423481,0.041457286
16,037,Idaho,ID,Custer County,14.7,"47,682",0.958516802,0.005793743,0.003244496,0.046118192
16,039,Idaho,ID,Elmore County,12.9,"49,344",0.878412271,0.03056959,0.030714987,0.177638036
16,041,Idaho,ID,Franklin County,8.8,"58,170",0.968650908,0.003387143,0.002162006,0.0681032
16,043,Idaho,ID,Fremont County,15.3,"51,155",0.959996946,0.008397588,0.00358806,0.12535308
16,045,Idaho,ID,Gem County,13.4,"49,857",0.950419611,0.002539753,0.010048587,0.086241166
16,047,Idaho,ID,Gooding County,13.7,"51,302",0.94255221,0.005863364,0.008103301,0.291784703
16,049,Idaho,ID,Idaho County,16.2,"40,569",0.93352133,0.005099898,0.005699886,0.035579288
16,051,Idaho,ID,Jefferson County,9.1,"61,927",0.956111278,0.004921161,0.006092866,0.105922132
16,053,Idaho,ID,Jerome County,12.5,"54,020",0.946747501,0.007701131,0.005939702,0.373259053
16,055,Idaho,ID,Kootenai County,10.3,"56,188",0.945297742,0.004224579,0.009215616,0.049403429
16,057,Idaho,ID,Latah County,12.7,"49,538",0.923381869,0.011269572,0.024259499,0.045302683
16,059,Idaho,ID,Lemhi County,14.7,"44,248",0.957020057,0.003612807,0.004235704,0.035380591
16,061,Idaho,ID,Lewis County,14.2,"44,911",0.87467431,0.006253257,0.016675352,0.047420532
16,063,Idaho,ID,Lincoln County,13.8,"50,464",0.943160641,0.00521804,0.006708908,0.314200522
16,065,Idaho,ID,Madison County,23.9,"41,827",0.951036159,0.007542536,0.014508733,0.077630491
16,067,Idaho,ID,Minidoka County,12.4,"53,447",0.94182233,0.008412947,0.006274062,0.359712914
16,069,Idaho,ID,Nez Perce County,13.3,"54,476",0.89816373,0.005320729,0.007721243,0.040388042
16,071,Idaho,ID,Oneida County,11.3,"52,602",0.974398588,0.003751931,0.006179651,0.044361068
16,073,Idaho,ID,Owyhee County,14.7,"48,192",0.916095746,0.009134737,0.008119767,0.257633426
16,075,Idaho,ID,Payette County,12.8,"51,835",0.938833452,0.004884973,0.010354474,0.174898752
16,077,Idaho,ID,Power County,13.7,"51,921",0.921624788,0.010936076,0.005077464,0.345658117
16,079,Idaho,ID,Shoshone County,18.8,"36,085",0.939605651,0.006675982,0.007297004,0.035941624
16,081,Idaho,ID,Teton County,7.6,"68,749",0.965738758,0.004529732,0.005682754,0.166941196
16,083,Idaho,ID,Twin Falls County,13.6,"51,594",0.936761896,0.009093211,0.017691475,0.170871797
16,085,Idaho,ID,Valley County,8.4,"60,285",0.958304073,0.004740169,0.006232444,0.046699438
16,087,Idaho,ID,Washington County,15.3,"43,402",0.942613302,0.006082009,0.010005886,0.16813812
17,001,Illinois,IL,Adams County,12.3,"55,174",0.927607549,0.039076947,0.00939864,0.017742798
17,003,Illinois,IL,Alexander County,27.6,"35,249",0.649192848,0.317653185,0.002950877,0.018573164
17,005,Illinois,IL,Bond County,13.8,"54,800",0.905515646,0.063375137,0.008157799,0.036162182
17,007,Illinois,IL,Boone County,9.2,"74,507",0.925033617,0.028070372,0.01466084,0.227607202
17,009,Illinois,IL,Brown County,14.8,"55,327",0.785193068,0.188811189,0.00319246,0.069321982
17,011,Illinois,IL,Bureau County,11.6,"56,099",0.959727841,0.010512443,0.01057374,0.094581341
17,013,Illinois,IL,Calhoun County,11,"56,099",0.982907786,0.004431315,0.00295421,0.014349019
17,015,Illinois,IL,Carroll County,11.4,"51,963",0.96211115,0.010975184,0.00608179,0.039077246
17,017,Illinois,IL,Cass County,12,"52,486",0.916769573,0.051370709,0.008067836,0.193381082
17,019,Illinois,IL,Champaign County,19.2,"53,251",0.717996652,0.138438354,0.109142587,0.062554545
17,021,Illinois,IL,Christian County,12.5,"52,936",0.962450471,0.016097078,0.006345963,0.017180535
17,023,Illinois,IL,Clark County,11.1,"54,092",0.978757852,0.004857198,0.003820996,0.015348747
17,025,Illinois,IL,Clay County,14.3,"45,427",0.972618325,0.005764563,0.008722694,0.016155947
17,027,Illinois,IL,Clinton County,8.2,"66,597",0.939646451,0.036632767,0.005963474,0.031893935
17,029,Illinois,IL,Coles County,20,"47,291",0.928132593,0.040319235,0.010509472,0.027261413
17,031,Illinois,IL,Cook County,13.8,"63,347",0.654355444,0.23814243,0.079057394,0.256159867
17,033,Illinois,IL,Crawford County,11.8,"52,313",0.924572775,0.051963358,0.006642739,0.023088873
17,035,Illinois,IL,Cumberland County,11.7,"60,572",0.975199703,0.00501579,0.006316181,0.011053316
17,037,Illinois,IL,DeKalb County,13.1,"63,274",0.863199138,0.083338894,0.027074178,0.116514295
17,039,Illinois,IL,De Witt County,11,"55,300",0.969305538,0.00978386,0.00479601,0.027880803
17,041,Illinois,IL,Douglas County,9.2,"56,976",0.968045209,0.006884151,0.007449268,0.073105574
17,043,Illinois,IL,DuPage County,6.6,"93,540",0.794557714,0.052897269,0.127320757,0.145743785
17,045,Illinois,IL,Edgar County,13.5,"51,577",0.977507138,0.00594371,0.003612843,0.013460754
17,047,Illinois,IL,Edwards County,11.1,"51,280",0.972947615,0.005316654,0.003909304,0.013917123
17,049,Illinois,IL,Effingham County,9.7,"60,773",0.975446954,0.006233827,0.00673371,0.02299459
17,051,Illinois,IL,Fayette County,14.9,"47,484",0.935179978,0.045650544,0.003983877,0.018372703
17,053,Illinois,IL,Ford County,9.7,"55,357",0.964508911,0.010724481,0.005555127,0.037111334
17,055,Illinois,IL,Franklin County,19.4,"42,071",0.971379552,0.006108815,0.004029218,0.017234656
17,057,Illinois,IL,Fulton County,14.2,"51,258",0.938468259,0.040768783,0.0031159,0.031304601
17,059,Illinois,IL,Gallatin County,20.5,"43,330",0.967688484,0.007042254,0.002485501,0.015948633
17,061,Illinois,IL,Greene County,13.9,"47,314",0.972935461,0.013262395,0.002467422,0.012953967
17,063,Illinois,IL,Grundy County,5.9,"79,348",0.955811494,0.018098484,0.008206997,0.105221922
17,065,Illinois,IL,Hamilton County,12.3,"53,028",0.975234105,0.006407097,0.003696402,0.018851651
17,067,Illinois,IL,Hancock County,11.1,"53,553",0.974474814,0.006437768,0.003783601,0.015699119
17,069,Illinois,IL,Hardin County,20,"41,713",0.968071186,0.004449097,0.00497252,0.024339178
17,071,Illinois,IL,Henderson County,11.3,"53,632",0.972013241,0.006169124,0.004814926,0.018507373
17,073,Illinois,IL,Henry County,11.5,"58,042",0.956207961,0.019810684,0.004702226,0.059861387
17,075,Illinois,IL,Iroquois County,9.9,"55,247",0.963671904,0.012207716,0.00560596,0.072951243
17,077,Illinois,IL,Jackson County,25.7,"41,445",0.776986784,0.152035242,0.035436123,0.046537445
17,079,Illinois,IL,Jasper County,10.2,"54,552",0.983246618,0.00301769,0.003329865,0.018418314
17,081,Illinois,IL,Jefferson County,16.3,"47,425",0.873606836,0.0890829,0.011861798,0.029057425
17,083,Illinois,IL,Jersey County,8.9,"59,117",0.964864741,0.008037478,0.010104258,0.014421531
17,085,Illinois,IL,Jo Daviess County,7.8,"56,832",0.972922063,0.007676007,0.004850483,0.031551684
17,087,Illinois,IL,Johnson County,12.2,"53,884",0.909881614,0.071112185,0.002577112,0.031408553
17,089,Illinois,IL,Kane County,8.6,"79,834",0.865519165,0.059935801,0.043745058,0.323741602
17,091,Illinois,IL,Kankakee County,16.2,"53,884",0.813611622,0.149997269,0.010758952,0.108472447
17,093,Illinois,IL,Kendall County,4.2,"93,345",0.859260408,0.079548802,0.033297155,0.200496162
17,095,Illinois,IL,Knox County,16.4,"44,553",0.874303306,0.083361838,0.009939838,0.060202419
17,097,Illinois,IL,Lake County,8,"87,336",0.808971552,0.07480744,0.084458067,0.224356278
17,099,Illinois,IL,La Salle County,13.6,"54,063",0.943212876,0.02879386,0.009432313,0.102531541
17,101,Illinois,IL,Lawrence County,17.5,"43,767",0.875558107,0.102627886,0.005166475,0.039800995
17,103,Illinois,IL,Lee County,10.1,"54,915",0.916793759,0.05604763,0.008094791,0.065931488
17,105,Illinois,IL,Livingston County,12.6,"59,323",0.928916068,0.04266719,0.009229129,0.047520197
17,107,Illinois,IL,Logan County,10.9,"52,959",0.886854427,0.085295968,0.007722412,0.034663498
17,109,Illinois,IL,McDonough County,21.9,"42,887",0.898928644,0.054915437,0.024762482,0.029445455
17,111,Illinois,IL,McHenry County,5.9,"86,268",0.929854374,0.01792874,0.02990506,0.138858383
17,113,Illinois,IL,McLean County,14.4,"67,087",0.836890804,0.083962523,0.051143618,0.051668348
17,115,Illinois,IL,Macon County,17.4,"50,684",0.776951995,0.177532714,0.011566307,0.023930621
17,117,Illinois,IL,Macoupin County,12.9,"53,409",0.97061835,0.00966033,0.0041624,0.012643013
17,119,Illinois,IL,Madison County,13.8,"60,121",0.876326217,0.088323205,0.010305515,0.034358054
17,121,Illinois,IL,Marion County,19.5,"46,096",0.927294718,0.042843704,0.00639699,0.021475608
17,123,Illinois,IL,Marshall County,9.5,"57,422",0.969312817,0.007256513,0.005070817,0.029638049
17,125,Illinois,IL,Mason County,14.6,"48,764",0.973276443,0.006662175,0.00456621,0.012201512
17,127,Illinois,IL,Massac County,17.2,"43,783",0.903717688,0.06099332,0.005518443,0.031731049
17,129,Illinois,IL,Menard County,9,"74,872",0.968596261,0.009101345,0.004181699,0.016070843
17,131,Illinois,IL,Mercer County,9,"58,384",0.973310876,0.007255296,0.004793678,0.026494785
17,133,Illinois,IL,Monroe County,4.3,"88,481",0.976816699,0.004417242,0.00603401,0.016456391
17,135,Illinois,IL,Montgomery County,14.4,"53,138",0.94664602,0.035405082,0.004962343,0.018512001
17,137,Illinois,IL,Morgan County,15.2,"48,976",0.899043318,0.069344584,0.007784182,0.026828689
17,139,Illinois,IL,Moultrie County,9.6,"59,901",0.974760361,0.007723605,0.002896352,0.016964347
17,141,Illinois,IL,Ogle County,8.4,"61,794",0.960883044,0.012519006,0.006535948,0.105167545
17,143,Illinois,IL,Peoria County,16.6,"56,478",0.735287059,0.187722892,0.040892069,0.050541637
17,145,Illinois,IL,Perry County,17.8,"49,965",0.878944349,0.09098298,0.005450373,0.032224135
17,147,Illinois,IL,Piatt County,7.3,"67,460",0.973323544,0.006669114,0.005078316,0.015296133
17,149,Illinois,IL,Pike County,14.1,"47,815",0.970438918,0.014716278,0.003341688,0.014330699
17,151,Illinois,IL,Pope County,18.6,"43,053",0.920756524,0.053627005,0.004069907,0.017237252
17,153,Illinois,IL,Pulaski County,19.7,"38,400",0.648547329,0.306466729,0.004311153,0.025117151
17,155,Illinois,IL,Putnam County,8.5,"66,319",0.970552361,0.007666841,0.00627287,0.062554452
17,157,Illinois,IL,Randolph County,13.8,"53,607",0.871468127,0.106066327,0.005128689,0.033163426
17,159,Illinois,IL,Richland County,15,"48,152",0.964288017,0.009218075,0.008895765,0.019016309
17,161,Illinois,IL,Rock Island County,14.2,"52,642",0.825992571,0.110770445,0.026543745,0.132176009
17,163,Illinois,IL,St. Clair County,14.8,"58,222",0.64801337,0.305538227,0.015618863,0.043186772
17,165,Illinois,IL,Saline County,20.3,"40,761",0.928866374,0.038312545,0.006215146,0.017410923
17,167,Illinois,IL,Sangamon County,13.1,"62,242",0.820046026,0.129818361,0.021610709,0.024287006
17,169,Illinois,IL,Schuyler County,11.4,"52,018",0.950206856,0.036347518,0.003989362,0.0231974
17,171,Illinois,IL,Scott County,10.3,"55,198",0.974348616,0.006261361,0.002423753,0.014340537
17,173,Illinois,IL,Shelby County,10.2,"56,509",0.979938985,0.004021448,0.003374318,0.011509661
17,175,Illinois,IL,Stark County,11.2,"52,651",0.965743167,0.008611007,0.006739049,0.020404343
17,177,Illinois,IL,Stephenson County,12.7,"47,357",0.853813655,0.104341768,0.006966605,0.043013169
17,179,Illinois,IL,Tazewell County,9.6,"61,508",0.95865041,0.013778139,0.009316935,0.02455938
17,181,Illinois,IL,Union County,17.4,"49,716",0.957184892,0.013330931,0.004984087,0.052903381
17,183,Illinois,IL,Vermilion County,19.3,"44,638",0.821523799,0.139523219,0.009147549,0.052562106
17,185,Illinois,IL,Wabash County,14.4,"53,414",0.958333333,0.01015625,0.012065972,0.031510417
17,187,Illinois,IL,Warren County,12.9,"53,532",0.921218238,0.029090477,0.024103538,0.09867015
17,189,Illinois,IL,Washington County,7.4,"66,937",0.972348239,0.009865342,0.005112695,0.014401959
17,191,Illinois,IL,Wayne County,13.8,"50,471",0.973604687,0.006105458,0.006352143,0.016034536
17,193,Illinois,IL,White County,12.3,"49,507",0.970968457,0.007017803,0.006205215,0.015513038
17,195,Illinois,IL,Whiteside County,10.5,"57,197",0.953112823,0.018178523,0.005727232,0.123497961
17,197,Illinois,IL,Will County,6.4,"86,108",0.791961699,0.122366785,0.060450848,0.181507449
17,199,Illinois,IL,Williamson County,14.4,"46,187",0.91594216,0.046488581,0.013439044,0.027283511
17,201,Illinois,IL,Winnebago County,16.1,"53,795",0.796228926,0.139610436,0.028353835,0.135116006
17,203,Illinois,IL,Woodford County,7.1,"72,247",0.969603994,0.007384487,0.008060532,0.019111261
18,001,Indiana,IN,Adams County,11.6,"56,693",0.978142382,0.005534282,0.003829276,0.04536434
18,003,Indiana,IN,Allen County,13.5,"54,473",0.796205632,0.119826311,0.045955829,0.077395406
18,005,Indiana,IN,Bartholomew County,10.1,"63,067",0.869072202,0.02356199,0.085140668,0.071843779
18,007,Indiana,IN,Benton County,11.5,"51,649",0.969250114,0.011088249,0.002400549,0.054412437
18,009,Indiana,IN,Blackford County,14.1,"45,161",0.967681578,0.007654363,0.005698248,0.017519986
18,011,Indiana,IN,Boone County,5.4,"85,876",0.925799272,0.020989638,0.033665964,0.031793995
18,013,Indiana,IN,Brown County,10.1,"60,944",0.967797509,0.00728863,0.004770739,0.018420355
18,015,Indiana,IN,Carroll County,8.8,"57,092",0.972996989,0.009922496,0.001826529,0.042898751
18,017,Indiana,IN,Cass County,13.5,"48,598",0.92501791,0.023587784,0.021173287,0.164689963
18,019,Indiana,IN,Clark County,11.2,"56,774",0.873594698,0.083565789,0.011952461,0.056668526
18,021,Indiana,IN,Clay County,13.8,"52,699",0.97178265,0.007435653,0.004041945,0.014871306
18,023,Indiana,IN,Clinton County,11.9,"51,730",0.971017624,0.007747153,0.004722368,0.164881632
18,025,Indiana,IN,Crawford County,15.8,"44,152",0.970785667,0.006712678,0.002079985,0.015505342
18,027,Indiana,IN,Daviess County,11.5,"55,434",0.955923361,0.023027795,0.005067314,0.052382237
18,029,Indiana,IN,Dearborn County,9.4,"66,502",0.972825428,0.006975616,0.004569534,0.014052327
18,031,Indiana,IN,Decatur County,11.7,"57,441",0.96532249,0.006325539,0.014797244,0.021085131
18,033,Indiana,IN,De Kalb County,10.1,"58,987",0.973502013,0.005566417,0.005152386,0.028453134
18,035,Indiana,IN,Delaware County,22.5,"43,096",0.887054804,0.072484339,0.013238709,0.026319709
18,037,Indiana,IN,Dubois County,7.6,"62,126",0.970259266,0.008657806,0.007090041,0.087139648
18,039,Indiana,IN,Elkhart County,11.5,"59,251",0.894703428,0.061068813,0.012246718,0.167586665
18,041,Indiana,IN,Fayette County,14.5,"47,737",0.964375379,0.01471734,0.003636049,0.014674054
18,043,Indiana,IN,Floyd County,9.5,"64,992",0.904587249,0.055080105,0.012811696,0.035213061
18,045,Indiana,IN,Fountain County,11.2,"53,493",0.974060932,0.005628288,0.003058852,0.026612015
18,047,Indiana,IN,Franklin County,8.6,"62,251",0.976535724,0.003251604,0.007821425,0.012698831
18,049,Indiana,IN,Fulton County,13.6,"52,798",0.960148193,0.008611195,0.007009112,0.054070291
18,051,Indiana,IN,Gibson County,10.6,"56,960",0.943581212,0.027243828,0.00567456,0.01797439
18,053,Indiana,IN,Grant County,19.9,"45,138",0.884337606,0.073773358,0.009852666,0.044063313
18,055,Indiana,IN,Greene County,14,"46,835",0.978071549,0.002944678,0.004072427,0.016039095
18,057,Indiana,IN,Hamilton County,4.2,"101,740",0.865667094,0.045362429,0.064983092,0.042741213
18,059,Indiana,IN,Hancock County,5.6,"73,831",0.938760106,0.031816088,0.009006243,0.025995292
18,061,Indiana,IN,Harrison County,9.3,"60,379",0.971442676,0.007157843,0.004492163,0.020659015
18,063,Indiana,IN,Hendricks County,5.9,"80,834",0.865628174,0.078245093,0.031295688,0.043003682
18,065,Indiana,IN,Henry County,14.4,"50,183",0.951013091,0.027390978,0.004502627,0.020053364
18,067,Indiana,IN,Howard County,12.3,"55,365",0.874915197,0.079327389,0.01310816,0.035399302
18,069,Indiana,IN,Huntington County,10.1,"53,809",0.966840088,0.007502738,0.006489595,0.027573932
18,071,Indiana,IN,Jackson County,12,"55,518",0.938685537,0.013406887,0.025773779,0.077683073
18,073,Indiana,IN,Jasper County,9.4,"66,720",0.969966033,0.009057863,0.004826888,0.061647101
18,075,Indiana,IN,Jay County,13,"48,392",0.975826972,0.005333725,0.004012527,0.032442748
18,077,Indiana,IN,Jefferson County,15.5,"51,031",0.949610004,0.02166646,0.008542776,0.029992571
18,079,Indiana,IN,Jennings County,14.8,"51,560",0.969388859,0.008869659,0.003821886,0.026248423
18,081,Indiana,IN,Johnson County,7.7,"69,880",0.911707246,0.025890356,0.039736481,0.037542597
18,083,Indiana,IN,Knox County,15.7,"48,606",0.942668197,0.029868284,0.00964639,0.022544679
18,085,Indiana,IN,Kosciusko County,9,"57,367",0.952225131,0.011490636,0.017456202,0.081592328
18,087,Indiana,IN,Lagrange County,7.8,"67,498",0.978845863,0.005427374,0.004240925,0.042055839
18,089,Indiana,IN,Lake County,15.7,"55,280",0.712549923,0.244195076,0.017163996,0.196200563
18,091,Indiana,IN,La Porte County,15.7,"52,095",0.848518492,0.116027228,0.006515725,0.068988425
18,093,Indiana,IN,Lawrence County,12.5,"53,187",0.970443024,0.005069429,0.00663434,0.017456469
18,095,Indiana,IN,Madison County,17,"49,522",0.883398035,0.085537436,0.006004523,0.043590674
18,097,Indiana,IN,Marion County,17.2,"48,409",0.635291764,0.29097267,0.038261133,0.108919719
18,099,Indiana,IN,Marshall County,11.5,"55,766",0.964654762,0.008387738,0.006679926,0.107181461
18,101,Indiana,IN,Martin County,11.8,"55,444",0.977181863,0.003510483,0.004680644,0.011506582
18,103,Indiana,IN,Miami County,16.1,"47,624",0.912180426,0.050709539,0.005349702,0.034575966
18,105,Indiana,IN,Monroe County,21.4,"48,883",0.859503742,0.03718226,0.072902561,0.035531661
18,107,Indiana,IN,Montgomery County,10.8,"53,700",0.961109082,0.011398612,0.009024988,0.049350514
18,109,Indiana,IN,Morgan County,10.6,"66,151",0.971456539,0.005433472,0.007178425,0.01686788
18,111,Indiana,IN,Newton County,10.3,"53,060",0.964316362,0.010011442,0.007008009,0.068506865
18,113,Indiana,IN,Noble County,9.1,"61,341",0.965210288,0.011666387,0.00540382,0.105248827
18,115,Indiana,IN,Ohio County,9.7,"58,022",0.976,0.006468085,0.003574468,0.016851064
18,117,Indiana,IN,Orange County,15.6,"44,968",0.96131528,0.016542808,0.00427568,0.018120737
18,119,Indiana,IN,Owen County,12.6,"49,731",0.971633252,0.005336795,0.005961825,0.013366027
18,121,Indiana,IN,Parke County,15.7,"49,639",0.957076224,0.026746177,0.001948397,0.017653658
18,123,Indiana,IN,Perry County,12.4,"52,332",0.950284313,0.029944181,0.005216756,0.014033074
18,125,Indiana,IN,Pike County,11.1,"54,265",0.973363468,0.007103075,0.006780208,0.015739769
18,127,Indiana,IN,Porter County,8.9,"69,298",0.918733017,0.044404275,0.015523303,0.103991455
18,129,Indiana,IN,Posey County,9.2,"68,162",0.967790144,0.010500649,0.006567822,0.012309749
